Final,Actions,RIN,Agency,Sub,Priority,Init,Finish,Reviews,Reviewed,Init_d,Finish_d,pages,comments
1,4,2120-AI89,DOT,FAA,Other Significant,2/28/08,10/1/10,2,1,17590,18536,19,121
1,11,2120-AI92,DOT,FAA,Economically Significant,10/5/07,8/11/10,2,1,17444,18485,42,0
1,2,2120-AJ08,DOT,FAA,"Substantive, Nonsignificant",6/3/10,6/3/10,0,0,18416,18416,0,0
1,4,2120-AJ21,DOT,FAA,"Substantive, Nonsignificant",9/4/09,10/15/10,0,0,18144,18550,4,4
1,4,2120-AJ30,DOT,FAA,"Substantive, Nonsignificant",1/21/09,1/4/11,0,0,17918,18631,11,18
1,3,2120-AJ54,DOT,FAA,"Substantive, Nonsignificant",3/4/10,6/20/10,0,0,18325,18433,0,1
1,2,2120-AJ63,DOT,FAA,"Substantive, Nonsignificant",6/2/10,6/2/10,0,0,18415,18415,4,0
1,4,2120-AJ65,DOT,FAA,"Substantive, Nonsignificant",1/7/10,4/5/10,0,0,18269,18357,7,0
1,2,2120-AJ77,DOT,FAA,"Substantive, Nonsignificant",6/15/10,7/12/10,0,0,18428,18455,4,0
1,5,2125-AF19,DOT,FHWA,Economically Significant,1/14/09,12/23/10,2,1,17911,18619,12,0
1,4,2125-AF26,DOT,FHWA,"Substantive, Nonsignificant",9/17/09,7/13/11,0,0,18157,18821,20,36
1,4,2125-AF32,DOT,FHWA,"Substantive, Nonsignificant",11/30/09,10/25/10,0,0,18231,18560,5,0
1,8,2126-AA89,DOT,FMCSA,Economically Significant,9/1/04,9/13/10,4,1,16315,18518,50,1125
1,5,2126-AB05,DOT,FMCSA,"Substantive, Nonsignificant",12/15/06,7/2/10,0,0,17150,18445,8,27
1,4,2126-AB19,DOT,FMCSA,Other Significant,9/3/09,4/27/10,1,1,18143,18379,20,164
1,2,2126-AB21,DOT,FMCSA,Other Significant,6/22/10,3/21/11,2,1,18435,18707,12,0
1,4,2126-AB22,DOT,FMCSA,Other Significant,4/1/10,10/27/10,2,1,18353,18562,19,389
1,3,2126-AB23,DOT,FMCSA,"Substantive, Nonsignificant",3/17/10,5/28/10,0,0,18338,18410,3,5
1,2,2126-AB24,DOT,FMCSA,Info./Admin./Other,5/21/10,5/21/10,0,0,18403,18403,4,0
1,2,2126-AB27,DOT,FMCSA,"Substantive, Nonsignificant",9/21/10,11/22/10,0,0,18526,18588,0,0
1,2,2126-AB31,DOT,FMCSA,"Substantive, Nonsignificant",9/20/10,11/19/10,0,0,18525,18585,0,0
1,4,2127-AK05,DOT,NHTSA,"Substantive, Nonsignificant",10/9/07,9/1/11,0,0,17448,18871,17,0
1,2,2127-AK39,DOT,NHTSA,"Substantive, Nonsignificant",11/2/10,1/3/11,0,0,18568,18630,15,0
1,2,2127-AK49,DOT,NHTSA,"Substantive, Nonsignificant",10/29/10,4/27/11,0,0,18564,18744,13,0
1,4,2127-AK50,DOT,NHTSA,Economically Significant,9/28/09,7/6/10,2,1,18168,18449,406,0
1,2,2127-AK68,DOT,NHTSA,"Substantive, Nonsignificant",6/21/10,6/21/10,0,0,18434,18434,4,0
1,4,2127-AK69,DOT,NHTSA,"Substantive, Nonsignificant",6/21/10,10/4/10,0,0,18434,18539,4,0
1,4,2127-AK70,DOT,NHTSA,"Substantive, Nonsignificant",5/7/10,10/1/10,0,0,18389,18536,6,0
1,6,2130-AB82,DOT,FRA,"Substantive, Nonsignificant",9/9/08,6/1/11,0,0,17784,18779,59,18
1,6,2130-AC03,DOT,FRA,Economically Significant,7/21/09,11/26/10,3,1,18099,18592,0,0
1,4,2130-AC04,DOT,FRA,"Substantive, Nonsignificant",8/17/09,9/13/10,0,0,18126,18518,0,0
1,7,2130-AC20,DOT,FRA,"Substantive, Nonsignificant",11/13/09,8/27/10,0,0,18214,18501,9,0
1,5,2130-AC21,DOT,FRA,Other Significant,3/28/10,3/28/11,2,1,18349,18714,26,0
1,6,2133-AB70,DOT,MARAD,"Substantive, Nonsignificant",10/9/08,4/9/10,0,0,17814,18361,13,0
1,4,2133-AB76,DOT,MARAD,"Substantive, Nonsignificant",1/27/10,6/21/10,0,0,18289,18434,2,0
1,4,2137-AE39,DOT,PHMSA,"Substantive, Nonsignificant",12/22/09,10/1/10,0,0,18253,18536,12,0
1,4,2137-AE41,DOT,PHMSA,"Substantive, Nonsignificant",7/22/09,10/1/10,0,0,18100,18536,16,0
1,4,2139-AA11,DOT,RITA,"Substantive, Nonsignificant",12/20/06,10/1/10,0,0,17155,18536,19,0
1,4,1505-AC22,TREAS,DO,Routine and Frequent,1/14/10,6/28/10,0,0,18276,18441,2,0
1,2,1505-AC25,TREAS,DO,Info./Admin./Other,10/7/10,11/8/10,0,0,18542,18574,2,0
1,1,1505-AC26,TREAS,DO,Routine and Frequent,10/22/10,10/22/10,0,0,18557,18557,2,0
1,3,1506-AA93,TREAS,FINCEN,Other Significant,6/5/09,4/14/10,0,0,18053,18366,7,0
1,4,1513-AB64,TREAS,TTB,Routine and Frequent,7/20/09,8/23/10,0,0,18098,18497,5,17
1,5,1513-AB70,TREAS,TTB,"Substantive, Nonsignificant",3/31/09,8/23/10,0,0,17987,18497,3,7
1,4,1515-AD60,TREAS,CUSTOMS,"Substantive, Nonsignificant",6/13/08,9/16/10,0,0,17696,18521,6,1
1,5,1515-AD62,TREAS,CUSTOMS,"Substantive, Nonsignificant",8/25/08,8/26/10,0,0,17769,18500,3,5
1,2,1545-AM90,TREAS,IRS,"Substantive, Nonsignificant",1/25/90,6/10/09,0,0,10982,18058,0,0
1,7,1545-BC61,TREAS,IRS,"Substantive, Nonsignificant",3/26/04,7/30/10,0,0,16156,18473,0,0
1,6,1545-BE07,TREAS,IRS,"Substantive, Nonsignificant",6/21/07,6/16/10,0,0,17338,18429,0,0
1,4,1545-BF65,TREAS,IRS,"Substantive, Nonsignificant",8/27/07,8/24/10,0,0,17405,18498,0,0
1,4,1545-BF90,TREAS,IRS,"Substantive, Nonsignificant",6/25/07,9/17/10,0,0,17342,18522,0,0
1,3,1545-BG03,TREAS,IRS,"Substantive, Nonsignificant",6/14/07,6/16/10,0,0,17331,18429,0,0
1,3,1545-BG18,TREAS,IRS,"Substantive, Nonsignificant",7/6/07,7/6/10,0,0,17353,18449,0,0
1,3,1545-BG27,TREAS,IRS,"Substantive, Nonsignificant",3/30/07,7/15/08,0,0,17255,17728,0,0
1,5,1545-BG36,TREAS,IRS,"Substantive, Nonsignificant",12/28/07,10/19/10,0,0,17528,18554,0,0
1,3,1545-BG92,TREAS,IRS,"Substantive, Nonsignificant",3/31/08,4/8/10,0,0,17622,18360,0,0
1,3,1545-BH04,TREAS,IRS,"Substantive, Nonsignificant",1/3/08,5/19/10,0,0,17534,18401,0,0
1,3,1545-BH65,TREAS,IRS,"Substantive, Nonsignificant",6/9/08,5/19/10,0,0,17692,18401,0,0
1,5,1545-BI28,TREAS,IRS,"Substantive, Nonsignificant",3/26/10,9/30/10,0,0,18347,18535,8,0
1,5,1545-BI51,TREAS,IRS,"Substantive, Nonsignificant",11/24/09,8/16/10,0,0,18225,18490,16,0
1,5,1545-BI66,TREAS,IRS,"Substantive, Nonsignificant",12/17/09,10/18/10,0,0,18248,18553,0,0
1,4,1545-BI71,TREAS,IRS,Other Significant,7/23/10,9/30/10,2,1,18466,18535,6,0
1,3,1550-AC33,TREAS,OTS,Other Significant,6/9/09,7/28/10,1,1,18057,18471,83,0
1,4,1550-AC35,TREAS,OTS,Other Significant,6/30/09,11/3/10,1,1,18078,18569,0,0
1,4,1550-AC38,TREAS,OTS,"Substantive, Nonsignificant",5/5/09,7/1/10,0,0,18022,18444,4,0
1,2,1550-AC40,TREAS,OTS,"Substantive, Nonsignificant",6/14/10,6/14/10,0,0,18427,18427,2,0
1,4,1557-AD22,TREAS,OCC,"Substantive, Nonsignificant",4/24/09,5/10/10,0,0,18011,18392,3,0
1,5,1557-AD23,TREAS,OCC,Economically Significant,6/9/09,10/1/10,1,1,18057,18536,83,0
1,4,1557-AD24,TREAS,OCC,Other Significant,6/30/09,11/3/10,1,1,18078,18569,0,0
1,4,2900-AM96,.,VA,"Substantive, Nonsignificant",12/31/09,6/16/10,0,0,18262,18429,13,0
1,4,2900-AN14,.,VA,"Substantive, Nonsignificant",8/7/09,9/30/10,0,0,18116,18535,4,2
1,2,2900-AN56,.,VA,Other Significant,4/8/10,4/8/10,0,0,18360,18360,3,0
1,4,2900-AM87,.,VA,Other Significant,10/5/09,10/18/10,1,1,18175,18553,6,2
1,4,2900-AN21,.,VA,Other Significant,12/18/09,12/28/10,0,0,18249,18624,4,0
1,5,2900-AN24,.,VA,Other Significant,3/18/10,10/5/10,1,1,18339,18540,5,18
1,5,2900-AN32,.,VA,Other Significant,8/24/09,7/13/10,2,1,18133,18456,10,148
1,4,2900-AN54,.,VA,Economically Significant,3/25/10,8/31/10,2,1,18346,18505,16,678
1,2,2900-AN68,.,VA,"Substantive, Nonsignificant",10/7/10,10/7/10,0,0,18542,18542,3,0
1,2,2900-AN71,.,VA,Info./Admin./Other,6/15/10,6/15/10,0,0,18428,18428,4,0
1,5,2900-AM70,.,VA,Other Significant,7/10/09,5/10/10,1,1,18088,18392,3,0
1,4,2900-AN45,.,VA,"Substantive, Nonsignificant",6/1/10,12/16/10,1,1,18414,18612,3,3
1,5,2900-AN50,.,VA,Other Significant,12/31/09,6/9/10,2,1,18262,18422,3,5
1,2,2900-AN52,.,VA,"Substantive, Nonsignificant",9/3/10,10/4/10,0,0,18508,18539,3,1
1,4,2900-AN53,.,VA,Other Significant,5/5/10,12/10/10,2,1,18387,18606,15,4
1,2,2900-AN76,.,VA,Info./Admin./Other,8/27/10,8/27/10,0,0,18501,18501,2,0
1,4,2025-AA28,EPA,OEI,Other Significant,4/6/10,11/30/10,1,1,18358,18596,8,0
1,4,2040-AF19,EPA,WATER,Info./Admin./Other,12/7/00,12/7/00,0,0,14951,14951,0,0
1,3,2050-AG59,EPA,SWER,Other Significant,8/3/10,10/14/10,4,1,18477,18549,11,0
1,1,2050-AG58,EPA,SWER,Other Significant,8/13/10,8/13/10,1,1,18487,18487,4,0
1,3,2050-AG57,EPA,SWER,"Substantive, Nonsignificant",12/8/09,6/15/10,1,1,18239,18428,13,0
1,4,2060-AO48,EPA,AR,Economically Significant,12/8/09,8/23/10,2,1,18239,18497,0,0
1,6,2060-AO15,EPA,AR,Economically Significant,5/6/09,11/8/10,2,1,18023,18574,98,0
1,3,2060-AH93,EPA,AR,Other Significant,1/8/08,4/5/10,2,1,17539,18357,27,0
1,3,2060-AO38,EPA,AR,Other Significant,12/7/07,4/30/10,3,1,17507,18382,171,0
1,4,2060-AO24,EPA,AR,Other Significant,9/21/07,10/20/10,2,1,17430,18555,45,0
1,3,2060-AP29,EPA,AR,Other Significant,5/15/09,4/21/10,1,1,18032,18373,27,0
1,3,2060-AP58,EPA,AR,Economically Significant,9/28/09,7/6/10,2,1,18168,18449,406,0
1,2,2060-AP59,EPA,AR,"Substantive, Nonsignificant",12/11/09,5/10/10,1,1,18242,18392,0,0
1,2,2060-AP62,EPA,AR,Other Significant,11/23/09,5/3/10,2,1,18224,18385,20,0
1,2,2060-AP78,EPA,AR,Info./Admin./Other,11/22/10,12/31/10,0,0,18588,18627,0,0
1,4,2060-AP86,EPA,AR,Economically Significant,10/27/09,8/2/10,2,1,18197,18476,96,0
1,3,2060-AP91,EPA,AR,Other Significant,3/30/10,4/29/10,1,1,18351,18381,0,0
1,1,2060-AQ03,EPA,AR,Other Significant,7/12/10,7/12/10,1,1,18455,18455,43,0
1,4,2060-AQ12,EPA,AR,Info./Admin./Other,2/10/00,2/10/00,0,0,14650,14650,0,0
1,3,2060-AQ13,EPA,AR,Economically Significant,3/5/09,8/20/10,1,1,17961,18494,0,0
1,4,2060-AQ15,EPA,AR,"Substantive, Nonsignificant",3/16/10,7/14/10,0,0,18337,18457,0,0
1,2,2060-AQ35,EPA,AR,"Substantive, Nonsignificant",9/28/10,9/28/10,0,0,18533,18533,13,0
1,1,2060-AQ52,EPA,AR,Info./Admin./Other,7/12/10,7/12/10,0,0,18455,18455,0,0
1,2,2070-AJ55,EPA,OCSPP,Economically Significant,10/28/09,5/6/10,2,1,18198,18388,18,0
1,2,2070-AJ36,EPA,OCSPP,Routine and Frequent,9/11/09,7/21/10,1,1,18151,18464,7,4
1,3,2070-AJ59,EPA,OCSPP,"Substantive, Nonsignificant",2/19/10,9/16/10,0,0,18312,18521,6,0
1,3,0412-AA61,.,AID,Other Significant,7/20/07,7/23/07,0,0,17367,17370,12,0
1,4,3038-AC61,.,CFTC,Other Significant,1/20/10,10/18/10,0,0,18282,18553,44,0
1,4,3038-AC82,.,CFTC,Other Significant,8/13/09,5/6/10,0,0,18122,18388,0,0
1,4,3038-AC90,.,CFTC,"Substantive, Nonsignificant",12/16/09,8/30/10,0,0,18247,18504,4,0
1,7,3041-AC59,.,CPSC,"Substantive, Nonsignificant",8/14/09,6/21/10,0,0,18123,18434,0,0
1,7,3041-AC60,.,CPSC,"Substantive, Nonsignificant",8/14/09,6/4/10,0,0,18123,18417,0,0
1,6,3041-AC77,.,CPSC,"Substantive, Nonsignificant",8/14/09,6/21/10,0,0,18123,18434,4,0
1,6,9000-AK74,.,FAR,Other Significant,4/23/07,10/1/10,2,1,17279,18536,19,0
1,3,9000-AK95,.,FAR,"Substantive, Nonsignificant",4/22/08,6/16/10,0,0,17644,18429,12,0
1,4,9000-AL13,.,FAR,Other Significant,1/15/09,6/16/10,1,1,17912,18429,4,0
1,3,9000-AL19,.,FAR,Other Significant,3/31/09,6/16/10,3,1,17987,18429,3,0
1,4,9000-AL20,.,FAR,Other Significant,3/31/09,7/16/10,2,1,17987,18459,3,0
1,3,9000-AL24,.,FAR,Other Significant,3/31/09,6/16/10,2,1,17987,18429,3,0
1,4,9000-AL29,.,FAR,Other Significant,5/19/09,8/2/10,1,1,18036,18476,3,2
1,4,9000-AL30,.,FAR,Other Significant,10/14/09,8/2/10,2,1,18184,18476,2,1
1,6,9000-AL31,.,FAR,Other Significant,7/14/09,5/13/10,2,1,18092,18395,12,543
1,3,9000-AL34,.,FAR,Other Significant,8/11/09,6/16/10,2,1,18120,18429,1,0
1,4,9000-AL40,.,FAR,"Substantive, Nonsignificant",8/7/09,7/16/10,0,0,18116,18459,2,1
1,4,9000-AL41,.,FAR,Other Significant,8/6/09,8/2/10,1,1,18115,18476,9,0
1,4,9000-AL45,.,FAR,Other Significant,9/2/09,10/29/10,1,1,18142,18564,3,0
1,3,3046-AA84,.,EEOC,Other Significant,3/2/09,11/9/10,3,1,17958,18575,29,38
1,6,3052-AC43,.,FCA,Other Significant,4/16/09,5/28/10,0,0,18003,18410,21,0
1,4,3052-AC52,.,FCA,Other Significant,6/9/09,10/1/10,0,0,18057,18536,83,0
1,9,3060-AI30,.,FCC,"Substantive, Nonsignificant",2/23/04,5/2/08,0,0,16124,17654,0,0
1,4,3064-AD29,.,FDIC,Economically Significant,7/10/08,3/29/10,0,0,17723,18350,0,0
1,4,3064-AD41,.,FDIC,"Substantive, Nonsignificant",2/3/09,12/3/09,0,0,17931,18234,0,0
1,5,3064-AD43,.,FDIC,"Substantive, Nonsignificant",6/9/09,10/1/10,0,0,18057,18536,83,0
1,3,3064-AD48,.,FDIC,"Substantive, Nonsignificant",9/15/09,1/28/10,0,0,18155,18290,20,0
1,3,3064-AD49,.,FDIC,Other Significant,10/2/09,11/17/09,0,0,18172,18218,0,0
1,1,3064-AD61,.,FDIC,"Substantive, Nonsignificant",8/13/10,8/13/10,0,0,18487,18487,3,0
1,6,1902-AD49,.,FERC,"Substantive, Nonsignificant",1/7/08,12/2/08,0,0,17538,17868,0,0
1,3,1902-AD72,.,FERC,"Substantive, Nonsignificant",10/10/08,9/15/09,0,0,17815,18155,0,0
1,5,1902-AD76,.,FERC,"Substantive, Nonsignificant",3/25/09,12/8/09,0,0,17981,18239,0,0
1,5,1902-AD79,.,FERC,"Substantive, Nonsignificant",3/25/09,12/3/09,0,0,17981,18234,0,0
1,3,1902-AD87,.,FERC,"Substantive, Nonsignificant",11/27/09,4/1/10,0,0,18228,18353,0,0
1,3,1902-AD92,.,FERC,"Substantive, Nonsignificant",10/22/09,3/30/10,0,0,18192,18351,0,0
1,1,1902-AD93,.,FERC,Info./Admin./Other,8/14/09,8/14/09,0,0,18123,18123,0,0
1,3,1902-AD94,.,FERC,"Substantive, Nonsignificant",9/22/09,4/22/10,0,0,18162,18374,0,0
1,1,1902-AD98,.,FERC,Routine and Frequent,10/22/09,10/22/09,0,0,18192,18192,0,0
1,1,1902-AE08,.,FERC,"Substantive, Nonsignificant",4/26/10,4/26/10,0,0,18378,18378,0,0
1,1,1902-AE09,.,FERC,"Substantive, Nonsignificant",6/9/10,6/9/10,0,0,18422,18422,0,0
1,1,1902-AE10,.,FERC,"Substantive, Nonsignificant",7/26/10,7/26/10,0,0,18469,18469,0,0
1,3,2590-AA02,.,FHFA,Info./Admin./Other,4/16/10,8/27/10,0,0,18368,18501,8,0
1,7,2590-AA04,.,FHFA,Other Significant,10/17/08,5/28/10,0,0,17822,18410,7,0
1,3,2590-AA26,.,FHFA,Other Significant,2/26/10,9/14/10,0,0,18319,18519,49,0
1,3,2590-AA29,.,FHFA,Info./Admin./Other,4/7/10,10/22/10,0,0,18359,18557,9,0
1,5,2590-AA30,.,FHFA,"Substantive, Nonsignificant",8/4/09,5/3/10,0,0,18113,18385,16,0
1,3,3076-AA12,.,FMCS,Other Significant,8/6/08,6/2/10,0,0,17750,18415,3,0
1,3,7100-AD33,.,FRS,"Substantive, Nonsignificant",8/26/09,4/1/11,0,0,18135,18718,0,0
1,3,7100-AD46,.,FRS,"Substantive, Nonsignificant",11/20/09,1/1/11,0,0,18221,18628,0,0
1,5,3084-AA99,.,FTC,"Substantive, Nonsignificant",3/16/05,6/4/10,0,0,16511,18417,7,0
1,1,3084-AB23,.,FTC,"Substantive, Nonsignificant",9/28/10,9/28/10,0,0,18533,18533,0,0
1,4,3090-AI58,.,GSA,"Substantive, Nonsignificant",7/9/08,8/16/10,0,0,17722,18490,5,0
1,3,3090-AI71,.,GSA,"Substantive, Nonsignificant",9/16/08,6/10/10,0,0,17791,18423,1,0
1,4,3090-AI85,.,GSA,"Substantive, Nonsignificant",5/19/09,9/13/10,0,0,18036,18518,2,1
1,4,3090-AI92,.,GSA,"Substantive, Nonsignificant",6/26/09,6/7/10,0,0,18074,18420,1,0
1,2,3090-AJ02,.,GSA,"Substantive, Nonsignificant",5/5/10,6/4/10,0,0,18387,18417,4,0
1,1,3090-AJ03,.,GSA,Other Significant,8/20/10,8/20/10,1,1,18494,18494,4,0
1,1,3090-AJ05,.,GSA,"Substantive, Nonsignificant",7/20/10,7/20/10,0,0,18463,18463,2,0
1,1,3090-AJ07,.,GSA,Other Significant,9/27/10,9/27/10,0,0,18532,18532,2,0
1,2,3137-AA19,.,IMLS,"Substantive, Nonsignificant",9/7/10,9/8/10,0,0,18512,18513,3,0
1,3,3095-AB63,.,NARA,"Substantive, Nonsignificant",11/30/09,4/4/10,0,0,18231,18356,3,2
1,4,3095-AB67,.,NARA,"Substantive, Nonsignificant",4/7/10,11/29/10,0,0,18359,18595,4,5
1,8,3133-AC92,.,NCUA,"Substantive, Nonsignificant",3/22/06,7/1/09,0,0,16882,18079,0,0
1,4,3133-AD59,.,NCUA,"Substantive, Nonsignificant",6/9/09,10/1/10,0,0,18057,18536,83,0
1,4,3133-AD65,.,NCUA,"Substantive, Nonsignificant",12/29/09,6/25/10,0,0,18260,18438,14,0
1,4,3133-AD67,.,NCUA,"Substantive, Nonsignificant",2/19/10,9/23/10,0,0,18312,18528,4,0
1,3,3133-AD71,.,NCUA,"Substantive, Nonsignificant",5/5/10,9/24/10,0,0,18387,18529,6,0
1,2,3133-AD78,.,NCUA,"Substantive, Nonsignificant",9/2/10,9/2/10,0,0,18507,18507,3,0
1,3,3136-AA30,.,NEH,"Substantive, Nonsignificant",8/30/10,10/29/10,0,0,18504,18564,3,0
1,2,3145-AA53,.,NSF,Info./Admin./Other,7/14/10,7/14/10,0,0,18457,18457,0,0
1,6,3150-AI16,.,NRC,Info./Admin./Other,6/23/09,8/27/10,0,0,18071,18501,22,14
1,4,3150-AI27,.,NRC,"Substantive, Nonsignificant",10/9/08,4/19/10,0,0,17814,18371,10,4
1,4,3150-AI37,.,NRC,"Substantive, Nonsignificant",6/2/09,11/4/10,0,0,18050,18570,18,22
1,4,3150-AI70,.,NRC,Economically Significant,3/10/10,8/16/10,0,0,18331,18490,30,7
1,2,3150-AI76,.,NRC,"Substantive, Nonsignificant",5/19/10,6/18/10,0,0,18401,18431,3,0
1,2,3150-AI80,.,NRC,Info./Admin./Other,4/27/10,5/27/10,0,0,18379,18409,3,0
1,2,3150-AI87,.,NRC,Info./Admin./Other,7/16/10,8/16/10,0,0,18459,18490,2,0
1,3,3206-AL04,.,OPM,Other Significant,9/8/08,11/3/10,2,1,17783,18569,17,0
1,5,3206-AL96,.,OPM,"Substantive, Nonsignificant",9/28/09,7/21/10,2,1,18168,18464,2,0
1,4,3206-AM09,.,OPM,"Substantive, Nonsignificant",4/6/10,9/13/10,0,0,18358,18518,7,0
1,4,3206-AL93,.,OPM,Other Significant,9/14/09,7/14/10,2,1,18154,18457,7,0
1,4,3206-AL39,.,OPM,"Substantive, Nonsignificant",9/18/08,2/2/10,2,1,17793,18295,7,0
1,3,3206-AL92,.,OPM,Other Significant,9/14/09,6/1/10,2,1,18154,18414,2,0
1,3,3206-AL78,.,OPM,Other Significant,6/2/09,4/20/10,2,1,18050,18372,2,0
1,4,1212-AB21,.,PBGC,"Substantive, Nonsignificant",7/22/10,12/6/10,0,0,18465,18602,0,0
1,4,3211-AA05,.,PRC,Other Significant,9/25/09,5/25/10,0,0,18165,18407,0,0
1,3,0430-AA03,.,RATB,Routine and Frequent,4/19/10,6/29/10,0,0,18371,18442,2,0
1,6,3235-AK27,.,SEC,"Substantive, Nonsignificant",6/18/09,11/15/10,0,0,18066,18581,129,0
1,6,3235-AI17,.,SEC,"Substantive, Nonsignificant",4/17/00,10/12/10,0,0,14717,18547,82,0
1,4,3235-AK39,.,SEC,"Substantive, Nonsignificant",8/7/09,9/13/10,0,0,18116,18518,57,0
1,4,3235-AJ66,.,SEC,"Substantive, Nonsignificant",7/24/09,8/9/10,0,0,18102,18483,59,0
1,2,3235-AJ34,.,SEC,"Substantive, Nonsignificant",8/6/10,9/1/10,0,0,18480,18506,0,0
1,2,3245-AF62,.,SBA,Other Significant,10/7/10,2/4/11,0,0,18542,18662,0,0
1,4,3245-AF69,.,SBA,Other Significant,10/21/09,11/5/10,3,1,18191,18571,8,5
1,4,3245-AF70,.,SBA,Other Significant,10/21/09,11/5/10,3,1,18191,18571,7,4
1,4,3245-AF71,.,SBA,Other Significant,10/21/09,11/5/10,3,1,18191,18571,0,7
1,4,3245-AG06,.,SBA,Other Significant,3/4/10,2/4/11,2,1,18325,18662,37,997
1,4,0960-AF78,.,SSA,Other Significant,8/12/03,9/27/10,1,1,15929,18532,3,3
1,6,0960-AG20,.,SSA,Other Significant,4/13/05,8/2/10,3,1,16539,18476,12,32
1,4,0960-AG61,.,SSA,Other Significant,11/10/08,8/9/10,3,1,17846,18483,8,145
1,4,0960-AG87,.,SSA,Other Significant,3/4/10,11/12/10,2,1,18325,18578,9,6
1,3,0960-AH00,.,SSA,"Substantive, Nonsignificant",9/7/10,9/7/10,0,0,18512,18512,1,0
1,3,0960-AH16,.,SSA,Other Significant,6/11/10,6/11/10,0,0,18424,18424,3,0
1,4,0960-AH17,.,SSA,Other Significant,3/20/07,7/12/10,1,1,17245,18455,2,0
1,2,0960-AH20,.,SSA,"Substantive, Nonsignificant",6/11/10,6/11/10,0,0,18424,18424,2,0
1,3,0503-AA33,USDA,AgSEC,Other Significant,10/23/08,10/27/09,3,1,17828,18197,6,0
1,1,0503-AA38,USDA,AgSEC,"Substantive, Nonsignificant",11/6/09,11/6/09,0,0,18207,18207,2,0
1,3,0524-AA47,USDA,NIFA,"Substantive, Nonsignificant",8/1/08,9/4/09,0,0,17745,18144,0,0
1,6,0560-AH85,USDA,FSA,Other Significant,7/14/08,1/7/10,3,1,17727,18269,15,0
1,2,0560-AH90,USDA,FSA,Economically Significant,12/22/09,12/28/09,1,1,18253,18259,19,0
1,2,0560-AI07,USDA,FSA,Economically Significant,12/17/09,12/21/09,1,1,18248,18252,7,0
1,4,0563-AB96,USDA,FCIC,Other Significant,7/14/06,4/29/10,4,1,16996,18381,116,0
1,4,0563-AC19,USDA,FCIC,"Substantive, Nonsignificant",11/24/08,10/5/09,0,0,17860,18175,8,0
1,4,0563-AC22,USDA,FCIC,Routine and Frequent,5/20/09,4/29/10,0,0,18037,18381,7,0
1,4,0563-AC23,USDA,FCIC,Routine and Frequent,6/15/09,12/23/09,0,0,18063,18254,6,0
1,3,0578-AA44,USDA,NRCS,Other Significant,1/13/09,12/4/09,0,0,17910,18235,5,0
1,3,0578-AA48,USDA,NRCS,Other Significant,1/16/09,2/12/10,1,1,17913,18305,13,0
1,4,0578-AA50,USDA,NRCS,"Substantive, Nonsignificant",11/20/08,12/8/09,0,0,17856,18239,11,0
1,4,0578-AA51,USDA,NRCS,"Substantive, Nonsignificant",11/25/08,12/17/09,0,0,17861,18248,0,0
1,5,0578-AA52,USDA,NRCS,"Substantive, Nonsignificant",1/14/09,2/10/10,0,0,17911,18303,15,0
1,4,0579-AB99,USDA,APHIS,Other Significant,9/26/06,3/9/10,2,1,17070,18330,14,12
1,6,0579-AC04,USDA,APHIS,"Substantive, Nonsignificant",6/1/06,2/1/10,0,0,16953,18294,22,38
1,6,0579-AC06,USDA,APHIS,Other Significant,8/25/06,3/9/10,2,1,17038,18330,11,114
1,6,0579-AC63,USDA,APHIS,Routine and Frequent,1/29/08,5/12/09,0,0,17560,18029,8,55
1,4,0579-AC80,USDA,APHIS,"Substantive, Nonsignificant",7/2/08,1/14/10,0,0,17715,18276,6,6
1,4,0579-AC91,USDA,APHIS,"Substantive, Nonsignificant",4/3/09,12/9/09,0,0,17990,18240,0,0
1,4,0579-AC93,USDA,APHIS,Routine and Frequent,1/7/09,2/3/10,0,0,17904,18296,13,36
1,4,0579-AC94,USDA,APHIS,"Substantive, Nonsignificant",5/12/09,2/25/10,0,0,18029,18318,30,16
1,3,0580-AA98,USDA,GIPSA,Other Significant,8/1/07,12/3/09,1,1,17379,18234,7,0
1,3,0580-AB03,USDA,GIPSA,"Substantive, Nonsignificant",12/16/08,2/9/10,0,0,17882,18302,3,0
1,3,0580-AB06,USDA,GIPSA,"Substantive, Nonsignificant",10/26/09,4/2/10,0,0,18196,18354,5,0
1,6,0581-AC57,USDA,AMS,Other Significant,4/13/06,2/17/10,3,1,16904,18310,43,4643
1,6,0584-AC37,USDA,FNS,Other Significant,7/12/01,4/11/05,5,1,15168,16537,9,0
1,3,0584-AD12,USDA,FNS,Other Significant,7/3/08,1/28/10,2,1,17716,18290,6,3
1,3,0584-AD15,USDA,FNS,Other Significant,3/27/08,4/1/10,2,1,17618,18353,4,0
1,3,0584-AD30,USDA,FNS,Economically Significant,4/16/04,1/29/10,4,1,16177,18291,53,0
1,3,0584-AD65,USDA,FNS,Other Significant,8/5/08,12/15/09,3,1,17749,18246,6,0
1,1,0584-AD93,USDA,FNS,"Substantive, Nonsignificant",2/5/10,2/5/10,0,0,18298,18298,3,0
1,1,0584-AD94,USDA,FNS,"Substantive, Nonsignificant",11/30/09,11/30/09,0,0,18231,18231,2,0
1,1,0596-AC86,USDA,FS,"Substantive, Nonsignificant",12/29/08,12/29/08,0,0,17895,17895,0,0
1,3,0607-AA48,DOC,CENSUS,"Substantive, Nonsignificant",8/5/09,2/22/10,0,0,18114,18315,3,0
